x,y
1.997439455421158083e+00,1.452415501653170127e+00
2.727358572957017113e+00,2.536073751976799073e+00
2.774887206244908366e+00,1.572762256996954155e+00
3.586475927665612407e+00,2.666126830346272847e+00
3.574604652045590747e+00,2.217941185265918769e+00
3.280278842613396417e+00,2.516930343596310848e+00
1.257084676538609003e+00,1.055062846231421325e+00
1.332838699077412981e-01,3.690746131980110478e-01
2.162226870426955827e+00,1.001512765198752319e+00
2.232275909251142831e+00,1.336291656902075298e+00
2.976727451125648294e+00,1.894615453679276529e+00
1.399888014811234482e+00,9.363419955128693406e-01
4.385031555932921155e-01,-5.649392226855596416e-02
7.561158043597541178e-01,-2.862281157839191015e-01
3.247369724358958987e+00,2.410664440739586745e+00
2.927880569603402261e+00,1.649617849193972807e+00
2.927701554364513736e+00,1.763087643710774532e+00
2.003115740448597304e+00,1.228220221568247394e+00
3.815004723113236018e+00,2.705071691979642701e+00
1.082294680881037419e+00,1.028474404485787197e+00
1.737650377444907468e+00,1.818578838842533685e+00
1.903468153915077288e+00,7.965183816466576694e-01
1.117397159914965479e-02,6.511870417443181847e-01
5.666479900112889601e-01,1.077180053008273797e+00
4.355864023828355802e-01,8.122669485893032615e-01
1.838557809748763150e+00,6.366594023050408113e-01
2.403092026491669753e+00,2.317959751811575764e+00
2.783941964956954340e+00,1.168860930065966031e+00
3.369084920881505685e+00,2.272877455997599494e+00
2.875977878355415740e-01,1.657976848305285633e-01
1.466561990061022502e+00,1.279540142005945347e+00
2.461340187571083415e+00,2.556394455982243130e+00
2.522411878998851886e+00,1.543852996398944688e+00
3.531830712555336316e+00,2.977337627335960413e+00
3.580117439100393567e-02,-6.745808850491810671e-02
2.598892256430688441e+00,1.370972608186115327e+00
4.778077538680112757e-01,1.090090934467975226e+00
9.821529734363622088e-01,-7.753434614996379537e-01
2.339416500696146262e+00,8.640247992151837142e-01
2.217024212996864030e+00,1.399772610541388129e+00
3.752384320287868724e-01,1.001718726998307885e+00
2.327382085682719204e+00,1.809943779778977746e-01
6.460984240817945201e-01,4.392428903310501287e-01
2.503368070291389635e+00,7.160197454800389938e-01
-8.955419279257947895e-01,-1.734765669984379199e+00
2.955628082749341523e+00,2.246021483147242037e+00
1.973628701906782634e+00,3.223630154540292336e-01
2.250691399964888983e+00,1.433405438046682745e+00
3.040649062331826968e+00,7.488296928083689741e-01
-1.544468822289591925e-01,-2.404984927565817759e-03
2.041985115447377375e+00,1.952564058207504782e+00
2.586372566783678106e+00,1.486696628742393944e+00
3.417243638240095027e+00,2.073401301570143129e+00
2.351061712093834632e+00,1.559785301387804246e+00
5.583761317332482932e-01,1.136750839261986501e+00
4.683365388110731775e-01,1.218469717978322153e+00
2.606123954132681941e-01,-9.297517873695704260e-01
-7.007556707061811663e-01,-7.071833260388854514e-01
1.311934620580760269e+00,3.820879358717224616e-01
2.231120521687987246e+00,1.224348772192883184e+00
2.448935954668223669e+00,9.052207540261084651e-01
5.672190438699666881e-01,-4.529226095353705572e-01
2.251563659243836391e+00,1.256874115448318507e+00
9.697271772507897181e-01,1.556353026707556930e+00
3.287020593236963606e+00,2.326859620689659902e+00
-1.111898686008811060e-01,1.613349923285881449e+00
4.315312704198173699e-01,2.493352099290700730e-01
2.168340103011953346e+00,2.430413849400043347e+00
-1.218111120640159722e-01,-8.702165133377810502e-01
9.288626978314309390e-01,-1.072017545873012789e+00
2.376606903427524120e+00,1.515229414607013991e+00
2.621082321667655535e+00,1.136596946380574957e+00
2.936884387620517067e+00,2.699352102784527752e+00
7.338924067459398071e-01,8.127865396458711089e-01
-8.438321141264022440e-01,5.097857564419466109e-02
1.926795474828677301e+00,5.186108358701631005e-01
1.967974245347804407e+00,1.493353163815358320e+00
2.485299083139888843e-01,-8.378610911448454157e-01
7.536040480891356141e-01,1.315470330802210874e+00
2.103381237905022516e+00,1.156430302995270942e+00
1.546162222180688106e+00,4.558859133615177361e-01
2.025772588978979272e+00,1.333293291853628215e+00
-1.123609018661639314e-01,4.098339639938428647e-01
2.115285594196113284e+00,9.494693032346064321e-01
-7.318120662502742846e-01,1.410744353621525699e-02
2.100867055017797469e+00,6.032035389065750763e-01
2.810774672035950328e+00,1.295881334950872432e+00
1.816971408649331821e+00,-3.966879520527205605e-01
2.509387330855783027e+00,1.781875105769004097e+00
8.036692643670773073e-01,7.787280991239565742e-01
3.685920217428730439e+00,2.343622169022321344e+00
-8.381438437093427507e-02,-7.531462076093617952e-01
9.433829650822913582e-01,1.755730787353099842e+00
2.069163690886144824e+00,1.253898528076895946e+00
2.390679934472432766e+00,1.850342231916457969e+00
2.764237741307113083e+00,2.209254190653648475e+00
3.387615055502301686e+00,2.737833643599409061e+00
-3.240580691993121265e-01,3.169974468040114707e-02
1.756173265366013370e+00,7.212462492363842514e-01
1.100580993385715356e+00,1.104805151620061876e+00
6.788725317784048974e-01,1.900481371904897188e+00
2.930473063247458931e+00,1.323057992678173367e+00
1.027173974452281896e-01,1.420586550493793343e+00
3.545783100363653517e+00,3.142979554264257125e+00
2.163755442992559619e+00,5.258198890758649657e-01
2.469680460451499027e+00,9.348642254027139664e-01
4.609629220574288588e+00,4.449404352418923736e+00
3.126174821876072318e+00,1.979933495966065937e+00
1.518941538808744829e+00,-4.311325395810047811e-01
3.755804862528442922e-01,6.252115889312983565e-01
1.834489541114786126e+00,2.713216620544647295e+00
2.344909123085607838e+00,8.511001030351645902e-01
2.986923543894210997e+00,2.855795776171504929e+00
2.677680107525675091e+00,1.848024053576057701e+00
7.872059213623658347e-02,-2.371068199713287361e-01
-2.282214346090696566e-01,8.662454106608656890e-01
-7.020170991194691901e-01,-7.791247012517736881e-01
-5.344104364712458366e-02,4.135583766813211715e-01
1.053822244251942708e+00,-1.097053922347568822e+00
1.049686113554057387e+00,1.266585900623502958e+00
2.184174331284350679e+00,1.649666651723640687e+00
1.906795795015270578e-01,-5.067870683625812223e-02
3.261654295785916258e+00,1.973703057438112918e+00
4.459428775236299103e+00,3.184979695379142051e+00
-1.584647585988582907e+00,-1.716090371291213890e+00
2.432405903142703885e+00,1.029865364915372838e+00
1.281963193448278950e-02,2.187429818689384797e-01
2.591671413605435959e+00,5.963962985533551864e-01
2.866704600958984717e+00,1.974334545099497129e+00
2.600547179760839711e+00,7.833193317327675764e-01
3.417761713032788418e+00,2.137057426252839676e+00
2.524226154760145224e+00,1.084094460995698173e+00
3.835225881220189481e-01,1.039014291527644795e+00
-4.707060118719197939e-01,-2.471408635540091325e-01
1.970204044855383252e+00,1.859963385729224594e+00
1.980497309187829069e+00,-7.541051788549768542e-02
2.173610168672399645e+00,6.204929064917286130e-01
3.655143364414574214e-01,-5.357729830825058714e-01
3.788040586402399157e+00,2.462006972970693042e+00
2.506656013683155493e+00,7.131706311573681178e-01
7.366860734954244760e-01,9.868313662592823610e-01
3.634337341815084166e+00,2.319432585805448976e+00
8.766944265135252490e-01,7.613527799172201682e-01
2.428022637307476916e+00,9.681059342320407213e-01
1.482915906626131042e+00,1.448156786454756872e+00
7.625318608794041941e-02,-3.511178337467881216e-01
5.576773611161940647e-02,-3.575940534384823288e-01
-7.432342772173518020e-01,-1.251192523574639281e+00
1.378722284046747237e+00,-3.845818494801138132e-01
-1.947062301854578070e+00,-2.229550019918513204e+00
2.190583796720257936e+00,8.743153276603520263e-01
4.103450988406164512e+00,4.075462612971587184e+00
2.724578508270030675e+00,2.000383952520656816e+00
1.288963434758491511e+00,-2.398013028717807527e-01
-1.425586530582431788e+00,-1.247456365074572249e+00
3.767317964247400841e+00,2.847419834893360147e+00
2.281272316820431190e+00,2.980206736934031486e+00
-4.385774609409082703e-01,-1.657557850095183194e-01
1.885974624916167741e+00,1.666428528417902788e+00
2.203274910024227484e+00,1.336567961495566115e+00
1.498089770611083171e+00,-1.525168801510844441e-01
3.750240180340725704e+00,2.619625205053936590e+00
1.597015951218092145e+00,-5.454573884312654553e-01
1.911077252192329379e+00,1.042986071329008224e+00
1.443450028013174291e-01,1.021718229491227169e-02
3.598747099611442568e+00,2.663414237986506894e+00
3.299355136526241683e+00,2.113473376219305866e+00
2.891233899671896701e+00,1.345791189003886057e+00
1.715540785661724854e+00,-5.753637786665303233e-01
6.230568757167809224e-01,7.662851384172544300e-01
3.013502745289077245e-01,1.948590124739114637e-01
2.339642969242842430e+00,2.676575806913644495e+00
-1.634396351602928954e+00,-1.797170101582354462e+00
7.421922257737065820e-01,-1.004451770720630854e+00
2.960289198503416319e+00,1.144998204043022216e+00
1.106900458160870127e+00,1.331474572010266311e+00
1.011383898446267082e+00,6.886835024525737037e-01
-3.578760745378169461e-01,-4.463464924763927422e-01
2.759509653773942084e+00,1.241784462957326030e+00
2.636064092310880236e-01,4.293001225484455174e-01
-2.539408544400669321e+00,-2.765499650516101582e+00
-4.570238811757083575e-01,-2.759950171915686798e-02
3.057623885950898845e+00,2.694765164093002596e+00
2.472428844207862575e+00,1.431165311334791301e+00
1.954083898232678917e+00,5.325885798429759177e-01
1.196151677020135945e-01,3.407462116234600824e-01
-6.062557805132884337e-01,-6.003653973408321631e-01
1.110138898454770207e+00,5.166190459510470179e-01
1.800296829857512826e+00,6.722762855760351375e-01
3.094815628739518765e+00,2.251008635110947953e+00
3.318898744733854933e+00,2.590737060367331868e+00
1.978593626846165243e+00,2.237577915906792114e+00
2.664018281640365693e+00,1.245547097768515465e+00
2.189749469962551931e+00,9.895480288351122811e-01
1.020762319926741823e-01,1.078820376373105239e-01
3.239047825154768745e+00,2.934168746489967727e+00
1.950710743007569636e+00,3.946430875308096775e-01
-6.798323326871186234e-02,2.947927762772193927e-01
3.919406329822275215e+00,3.630794021120289816e+00
2.578077746458476316e+00,8.826737267799504849e-01
6.228435566494874842e-02,1.543668020491132109e-01
-5.419227517497152702e-01,-4.780729696840512605e-02
4.242724635467106431e+00,4.034484459251958199e+00
9.654900718190575493e-01,1.902087566060746804e+00
8.471383128100021809e-01,1.075359128732645608e+00
8.906026409129914889e-03,-4.908165167319565869e-01
3.646226664841126563e+00,1.930225532783783837e+00
1.616423535578504378e+00,2.892332765326680391e-02
-1.241806159247217156e+00,-9.236848060409414973e-01
2.915500733774585740e+00,7.486422772964669292e-01
1.809893084809470198e-01,-3.579816979895003026e-01
-7.032589404966399504e-01,-6.462015278772095250e-01
2.991654771905582599e+00,1.596357811446645680e+00
1.458228810859014013e+00,-3.602704891612736327e-01
4.576343448784639389e-01,6.200035846402353057e-01
2.201360842368185189e+00,2.979462725962265801e-01
9.597323180224254235e-01,1.232840589809044873e+00
1.245646641168852931e+00,9.076763873375993663e-01
-3.634012535212793327e-01,-6.591743057486145752e-01
-6.933640438182939736e-01,-5.840335520602064623e-01
3.559561388327128206e+00,2.099159450622635426e+00
2.269855251979544075e+00,1.738022407660132274e+00
1.391414780415565211e+00,6.932137836770591033e-01
2.712473036334077214e+00,1.549109767039397401e+00
2.361520307268255792e+00,-4.237002205237289099e-01
2.130393295720970137e+00,1.310103362519793091e+00
2.900821988229850490e+00,1.836941672636467127e+00
-2.406098520671470509e-01,-3.635072482824849849e-01
3.595898511676681952e+00,2.439758304934815047e+00
1.259456894181097963e+00,2.067919507730241246e+00
7.267641181494812752e-01,1.069859712282933639e+00
2.152867946630362628e+00,2.163884096280221936e+00
-1.746803155750270564e+00,-7.838511117931565853e-01
1.637152430909417422e+00,1.093725081611843786e+00
1.353299779289810267e+00,2.163785021556445809e+00
2.039767603274710961e+00,7.232467991931471607e-01
-1.243940477264626754e+00,-1.494720518123127784e+00
3.451259494246268211e+00,1.887896521985651832e+00
9.039049759328307010e-01,1.594409980378199476e+00
2.052490094326151482e+00,1.936347659839510182e+00
-7.593704795763228654e-02,-4.256735394126910932e-01
2.415419973487068273e+00,3.255962360569840675e-01
-4.263090224969510733e-01,4.429202136722866778e-01
7.315248459345954357e-01,1.226092061917335663e+00
2.013789187191644015e+00,4.598343521794668320e-01
3.536161020594817961e-01,-6.943482049921352317e-01
2.815324099291200088e+00,1.667366096218402927e+00
1.736611734247629935e+00,6.003181094334772983e-01
-1.372606478598236424e-01,-4.657674114715267821e-01
-4.084560910250085164e-01,-4.420467931184322574e-01
1.285107326928035601e-03,-6.736470875365254685e-01
-7.870145742514242926e-01,-7.889045574679811601e-01
1.179154448716114578e-01,-2.917744522108272620e-01
2.406973543905743806e+00,1.778009206697929612e+00
8.784564528206550982e-02,-5.112342256370497329e-02
1.629877438239206500e+00,2.170437920571516077e+00
3.135275410512745609e+00,1.601440734094994101e+00
3.400860597179666822e+00,1.282990795311293342e+00
-2.434426995306448460e-01,-4.801132587478869618e-01
-8.217218027952932768e-01,-9.237715319217352228e-01
-6.389111541104763869e-02,1.560179151887076399e-01
-1.412301468115596093e+00,-2.166139290873137835e+00
1.568820636795970058e+00,2.066047593833847618e+00
-1.877949780874229591e-01,-4.587898377025811936e-01
-8.173008404135555516e-01,-1.251397956331482098e+00
4.379619324857173090e+00,2.972237482710176071e+00
3.864647312496971143e-03,2.131893950743811439e-02
1.722190274287521028e+00,9.004372672539249223e-01
2.298056426883458681e+00,1.277894449817185585e+00
2.549231876902334548e+00,1.820337424360198408e+00
-5.251213063091239031e-01,-4.155917365633848837e-01
3.143142761823988884e+00,2.168318234135391265e+00
4.892206363964008431e-01,6.256324981381840011e-01
3.174609319174863664e+00,1.644857184486522739e+00
-3.189181063584658332e-02,7.475704337223093576e-01
8.540390896063101422e-01,1.401009210867047328e+00
4.029168409984246746e-01,-1.248499167454240943e+00
4.450848344754449459e-01,-2.392494614696963062e-01
4.447349402003364816e+00,3.986064789774680150e+00
-1.433273339899284959e+00,-1.120220578549914192e+00
-2.291905336367016099e-01,-1.997501357282426837e-01
1.243972750476188605e+00,5.277225716823692458e-01
3.559784460114052695e+00,3.922104436628030655e+00
8.529506929275207927e-01,1.994366013137768734e+00
2.090114102549901209e-01,5.228105529504553095e-01
3.911093368140333482e+00,2.968075965327657162e+00
1.833903344490963372e+00,3.194664775862435802e-01
1.128430980972363606e+00,-2.683326725271319435e-01
2.180313968020128890e+00,1.366804773700923681e+00
3.622849652041492785e+00,2.323565175424086693e+00
-8.061560312073005052e-01,-6.675858526446248886e-02
2.589049733566173295e+00,7.028807356205144519e-01
2.050488176375322880e+00,3.426176600438020636e-01
-5.318817509811497590e-01,-1.067693647559614822e+00
1.123556962346279109e+00,-5.579199604480432617e-01
4.525030257532368871e+00,5.036442565070352373e+00
5.132436811826791567e-01,4.544228211945518410e-03
1.502314211871347727e+00,1.385893573892674091e+00
-2.244079303577629636e-01,1.536211112784543753e-01
-1.372983066217102532e+00,-1.578187635347410245e+00
6.496082911267134774e-01,5.744213927241202944e-01
2.721482264610197710e+00,1.423354872152036155e+00
2.483227871649689167e+00,1.494300131082642702e+00
-7.291208844056845662e-01,2.449530218889115762e-01
4.089221681006450226e-01,3.705736957575768153e-01
-5.977944930797989276e-01,-7.672322688510374578e-02
1.845269239978940323e+00,2.217003430872557690e+00
2.587775202933866314e+00,9.331687082700522717e-01
2.508068662155255701e+00,2.052996830778875292e+00
3.206393166657863336e+00,2.126811216147543426e+00
-7.092838783320530860e-01,-7.380208277225337454e-01
2.140703867018405315e+00,1.293236701653979193e+00
1.884337236614067157e+00,3.738803651879189505e-01
1.034967948628736645e+00,1.127097733581264416e+00
1.631296291395102793e+00,-2.909734432303311968e-01
-7.051504553228311600e-01,-1.667116070308876541e+00
-6.846956744448756509e-03,6.156035827036785563e-02
-1.253393086540366408e+00,-1.212008809070367787e+00
-9.099503023858516171e-01,-3.229757753838324863e-01
1.083566480453987957e+00,7.249360845855857827e-01
-8.678420336169972993e-01,-1.182392955292746572e+00
1.374810323237815046e+00,-8.901024410594113867e-01
-7.087375036832401776e-01,-1.282085052901279942e+00
-1.051479682011315475e+00,-7.083289802285588355e-01
3.533507924914046083e-01,1.401633219674202735e+00
2.938856761851788568e-01,1.325318517689349163e+00
2.901284415381144122e+00,1.887144237107774236e+00
-4.567835280764366290e-01,-9.785329824493426143e-01
4.376898071174204929e+00,3.309406703344623502e+00
1.884952265653137560e-01,1.186120361794067712e-01
2.690575845816239653e+00,8.954259792108356653e-01
9.168876954583149788e-03,-3.800696651364158796e-01
3.563301145582559393e+00,3.842738647457170753e+00
3.834722048572874353e+00,3.091284420296594782e+00
2.723856939564445856e+00,1.153725432820154939e+00
1.957262759666601459e+00,1.478784495273681054e+00
3.185235865300677927e-01,-3.775655593248675723e-01
3.223490507189901155e+00,2.156418731858833482e+00
-5.148041436850904207e-01,-2.162701237269792465e+00
4.298083383600968865e+00,3.463699821156197345e+00
-6.171154137115990590e-01,-1.712628250833301724e+00
6.297320057254675030e-01,4.043027331556334203e-02
2.754304346322788977e+00,7.930416877204629067e-01
2.086668531937587723e+00,1.109071626799797095e+00
-5.687504528786845315e-01,-1.200413015076101209e+00
2.638561624768893665e+00,1.831196393260302369e+00
-6.404454466805785395e-03,-9.749708890430697217e-01
4.160817179559017198e+00,3.194127895935144235e+00
-2.559125754380143225e-01,-6.033286409949715212e-01
-5.192284359240569858e-01,-2.878787989475073070e-02
-5.395323293428095912e-01,-4.201399448545394266e-01
4.055173789246686589e+00,2.888618338839401112e+00
6.831841616437119846e-01,1.957215865788385800e+00
2.469103080838693121e+00,2.113310157746111084e+00
2.765614985274456483e+00,9.867290063220306440e-01
4.452807589836567992e+00,3.401017101767999318e+00
1.716738966208902317e+00,-1.541481079615782401e-01
2.978482775160379514e+00,1.615153776243655415e+00
1.801188614559365408e+00,2.858274479527374567e-01
-6.507719267322094499e-03,3.561762453627388414e-01
1.962343189402907973e+00,7.993549063027493018e-01
3.297526602866797107e-01,2.239541438519320748e-01
-2.664831041934128120e-01,-5.627006794741147289e-01
9.380062698432610757e-01,6.484244796010163459e-01
7.570240140547884744e-01,4.928316515914576423e-01
2.632066448439436712e+00,1.492305260952710544e+00
-1.002389644915622657e+00,-1.133938175803788972e+00
1.336058608695862127e+00,1.943153155414434619e-01
5.963361146960587389e-01,1.077711399554357019e+00
9.751362791565563182e-01,1.627827564438043551e+00
-7.507937973411917820e-01,-8.485524741344668831e-01
1.842084454182713327e-01,4.529625769624076072e-03
-3.042920277720534417e-01,-4.565439907401472874e-01
2.405230208454665952e+00,6.677303405742714970e-01
-3.347677102092052048e-01,-9.281461778203899948e-01
-2.363081332287631647e-02,1.008296923769363529e+00
-8.265991518605617649e-01,-1.091582790145160020e+00
1.264607470894694385e+00,-3.243497865059679075e-01
2.590350938330391539e+00,1.475075909803589713e+00
1.914336191891831573e+00,5.178411826386413175e-01
2.515889250699708146e+00,1.621558888848253721e+00
9.863981044753379335e-01,1.152740662808412919e+00
1.855329749079591917e+00,1.458798237983590429e+00
-1.036095230010824819e+00,-7.932980313922503024e-01
-2.026752365353096941e-01,-5.186317025846281376e-02
2.897780558441855003e+00,2.032841416668798029e+00
3.797208905258524503e+00,2.873548823510234662e+00
-2.307403747868539898e-02,-8.238665114902973818e-02
3.684829358086747941e+00,1.978041072718417670e+00
1.184629143999187395e+00,1.461482332348271740e+00
-8.815789229484932710e-01,-6.035350241090746692e-01
2.070910463431795190e+00,1.167709432705937411e+00
2.051583451580303752e+00,5.791075971510498688e-01
2.873800937474099815e+00,2.021184007806378968e+00
3.441155770714085627e+00,3.816636491320014368e+00
2.024687699075061520e+00,1.072532442875821168e+00
1.996905953179924254e+00,1.445498163265399372e+00
4.271765280356606631e+00,3.269719373221465997e+00
3.392176445878305024e+00,1.793365741635623012e+00
-9.479688469737470591e-01,-8.636635300856257969e-01
-1.756671952054774888e+00,-2.189191676429243394e+00
3.016522635965831256e+00,2.040727504112781698e+00
2.781311952143438404e+00,3.038950411914407734e+00
6.249932470106452920e-01,-1.921415604824341927e-01
2.758044776369964257e+00,2.030407740331902744e+00
2.091811771710347934e+00,4.266548425347584939e-01
4.497658929990198673e-01,4.468328213174609376e-01
7.704055878137296975e-01,3.410919834417839303e-01
9.651387409751683855e-01,1.244811228297322270e+00
1.491653551708604475e+00,5.482464358212810751e-01
2.997467417308725235e+00,2.175856707320012795e+00
2.765496743057169748e+00,2.249140949705899839e+00
2.175847964273099677e+00,-5.552601512688732921e-01
-2.173730488308536768e-01,-9.429457133622747289e-01
5.742220699772575265e-02,6.902864062351694585e-01
-1.796517880518734289e+00,-9.703147120208576171e-01
2.716051599230200786e+00,1.236351734648510003e+00
2.335777963449304551e+00,1.251794654732986789e+00
3.837140369839329601e+00,2.467699714137921330e+00
-3.392761721655932483e-01,-4.211841273319416046e-01
3.172077344567414414e+00,1.786483487615584398e+00
2.182428102729946140e+00,1.036617616521402718e+00
1.910489972305244200e+00,7.581470635114943013e-01
-4.178304603912711551e-02,1.860187801188344092e-02
1.352263727166177931e+00,-4.276052734284800372e-01
-3.937066179389894088e-02,-1.185327678912119348e-01
2.811048777038673396e+00,2.280423432608584822e+00
1.042803523359705720e+00,8.675163759775468275e-01
2.315158227543191727e-01,-1.515401644467231634e-01
-4.766176671938381071e-02,-4.729775840218415350e-01
-2.464614201326748577e-01,-7.346966675545515413e-01
3.598030488277007555e-01,1.255922227088089427e+00
1.114616194805602589e+00,9.675495304483014980e-01
2.026742025924704205e+00,3.427936238958690929e-01
6.964784570203789993e-02,5.317678230811200280e-01
2.010009612309609395e+00,4.655889297386239245e-01
9.641178798469540734e-01,-5.091034462728893928e-01
-4.874369125026155602e-01,-8.841100553896732439e-01
1.700003428929037552e+00,3.625592917045442620e-01
3.126376343638482158e+00,1.572720647557372287e+00
2.025314238803692657e+00,5.053165855895807024e-01
1.782410820569805709e+00,4.638020779155236362e-01
2.055002678712924968e+00,7.201042908149979382e-01
4.552657105200231258e-01,7.454777118690323334e-01
-2.462463416867771149e-01,3.876043824147407113e-01
3.870200480644085061e+00,2.851957058504654974e+00
7.666885763623071393e-01,7.711398069243993181e-01
2.041019487885699313e+00,6.280052111981145879e-01
-2.112257847721866977e+00,-2.097128171393039420e+00
-1.927878216025098179e-01,-1.433084486698713134e+00
2.262458440976562013e+00,1.045455394409245953e+00
3.706387814739693365e+00,3.401178142765461043e+00
2.518243872313965070e+00,3.920202820628524432e-01
-2.853761907397686648e-01,-3.757252957400579740e-01
3.155534569253285238e+00,1.636552258867113085e+00
3.142759945534399968e+00,1.116408780254887656e+00
3.146489668023140673e+00,2.052679358254326569e+00
3.566630558669894313e+00,3.015619620814899982e+00
3.014454266334007038e+00,2.380343124316178560e+00
3.808860706112576100e+00,3.154579718196208304e+00
1.133418084936424375e+00,3.406065267773932259e-01
2.704542833837539462e+00,2.339124152988859784e+00
2.393364461289050560e+00,1.564980815728864716e+00
1.460395332335113316e+00,8.116951225945195914e-01
2.179324568394136741e-01,2.147806514124579180e-01
2.039603432302986352e+00,1.560342807376629004e+00
2.715075306787253950e+00,1.544210275157246848e+00
7.405406670956190141e-04,6.770044230401487395e-01
3.758500161562305930e+00,3.394891036443044463e+00
1.630153293489243094e+00,1.129543089884376128e+00
2.955486315922255081e+00,1.390165534921572021e+00
3.284845565486138153e+00,2.702311149942361101e+00
2.673707922298424577e+00,1.787310717132074123e+00
1.483552483883808781e-01,4.217948768979548069e-01
3.038064882934372157e+00,1.811960020865007071e+00
4.249902963140628209e+00,3.357239355621825627e+00
5.919142613574670531e-01,-2.249787782583523299e+00
2.091242221595456918e+00,1.149648943105906707e+00
2.368800245739819843e+00,2.099993152567581234e+00
3.101578377311736689e-01,7.223117061678958617e-01
-1.268422580234266572e+00,-1.542767293710103127e+00
6.515624017259584733e-01,4.116794856622367216e-01
-4.188934654431821780e-01,-1.295316758307487381e+00
2.091612149629261452e+00,5.661985193587815157e-01
1.952022151533134575e-01,1.424509038631441848e-01
2.641151413536593218e+00,2.074606396023738863e+00
2.335964096412902258e+00,6.942630489643490943e-01
2.618376556724891113e+00,1.668891595040262743e+00
3.970781098347733740e-01,3.117330837611071992e-01
1.188288781052835086e+00,8.593029141978695273e-01
3.259291582992938641e-01,9.797386997783722462e-01
2.380172636279501042e+00,8.107594558367593462e-01
5.566827285837717021e+00,4.235228733402268020e+00
2.733249116295368708e+00,1.446865024318388038e+00
3.375789308716705683e+00,2.149265194719886640e+00
1.576600894001858988e+00,1.055073838601666925e+00
6.882444732735406578e-01,1.122982113161933970e+00
2.045209116392863180e+00,2.664648002058637388e+00
2.702789653760064414e+00,1.439582394173434032e+00
1.789131549697451140e+00,8.585746409389647393e-01
1.505620553248813609e+00,-1.152510640972144618e+00
2.386575289515317166e+00,2.051897773682711090e+00
2.160560256767393383e+00,1.523803761639818788e+00
2.439290567311796387e+00,8.775939364387409514e-01
3.864003266004511494e-01,-1.473221248779616466e-01
6.577586553728903551e-01,2.974752373156028806e-01
2.706742029989697151e+00,1.640396719583140150e+00
2.286634039533343099e+00,1.366735407297267724e+00
1.643458664533590685e+00,5.248532505453920027e-01
2.509810720962849295e+00,2.222379251287260438e+00
3.695431735489172809e+00,3.533026231544718065e+00
-5.402554814606395917e-02,-9.028009387624601201e-02
-5.031086559249986490e-01,-5.652048993512959196e-02
6.752832658870728810e-01,1.176446568899667477e+00
1.989176446067406845e+00,1.147955034822971232e+00
2.985270033312000804e-01,4.299314074010541775e-01
1.235143329781771770e+00,1.088094518359852936e+00
-2.260771870973261599e-01,-8.760362497143486804e-01
1.760158612404510103e+00,1.003660452451600626e+00
2.610609398975983542e+00,1.840831305956067254e+00
-4.508204066736213877e-01,-7.636094028837934200e-01
6.052492675981856474e-01,9.056535423855045508e-01
-1.505632696384343328e-01,5.044161343540046194e-02
